id_cliente;nome_cliente;cpf_cliente;email;cidade;id_loja
1539;Maria Flor Souza;837.460.129-96;daniel29@example.com;Machado das Flores;42
1540;Isaac Rezende;049.851.263-06;ana-cecilia18@example.net;da Costa;50
1541;Ágatha Montenegro;109.746.382-69;saana-sophia@example.org;da Cruz;48
1542;Marcos Vinicius Araújo;184.960.732-03;ravy20@example.net;Rodrigues;6
1543;Srta. Maria Julia Moreira;163.709.524-43;gabriellypeixoto@example.org;Souza de Moraes;51
1544;Lorena Ramos;769.105.483-10;da-cunhaguilherme@example.org;Albuquerque de Marques;9
1545;Pedro Henrique da Costa;485.609.273-10;maria-ceciliaabreu@example.net;Barros do Campo;38
1546;Anna Liz Pinto;495.263.801-42;camila61@example.net;Marques;3
1547;Sara Barros;378.560.941-84;danielaguerra@example.org;Sousa;20
1548;Maria Helena Vasconcelos;783.025.961-59;costayasmin@example.net;Souza de da Paz;25
1549;Enzo Siqueira;234.580.916-70;fcavalcanti@example.com;Siqueira;27
1550;Alexandre da Rocha;197.302.845-04;marcelo48@example.org;Peixoto;41
1551;Yasmin Sousa;639.280.715-21;knascimento@example.com;Almeida de Cunha;1
1552;Isabel Abreu;043.758.169-10;teixeiracatarina@example.net;Souza;29
1553;Danilo Ribeiro;270.394.168-40;da-luzcarlos-eduardo@example.com;Pacheco;38
1554;Bruno Nogueira;728.419.306-96;borgesstella@example.org;Sampaio de Pacheco;24
1555;Ana Júlia Mendes;574.683.291-09;diaslorenzo@example.org;Mendonça;9
1556;Daniel da Mota;865.324.079-92;lopeseduardo@example.com;Pires;10
1557;Luara Jesus;316.807.942-13;vcavalcanti@example.com;Leão;40
1558;Lorena Pereira;637.490.528-83;goncalvessofia@example.org;Camargo;43
1559;Anthony Gabriel Monteiro;167.295.043-07;lauracampos@example.org;Melo;9
1560;Valentina Farias;408.259.731-04;eduardasouza@example.com;Moreira Alegre;43
1561;Heloisa Fernandes;631.782.940-31;auroravasconcelos@example.com;Macedo;45
1562;Bernardo Peixoto;251.869.370-02;santosluiz-otavio@example.net;Guerra;11
1563;Davi Sampaio;863.492.510-24;theodorodias@example.org;Dias;44
1564;Helena Vasconcelos;039.684.521-51;rezendeliz@example.net;Fonseca Verde;12
1565;Nicole Carvalho;402.583.976-83;francisco66@example.net;Azevedo;22
1566;Henrique Pinto;736.809.154-20;ana-beatrizalbuquerque@example.net;das Neves;40
1567;Enzo Gabriel Ramos;241.586.703-90;leosiqueira@example.org;Dias da Mata;26
1568;Calebe Nogueira;148.296.703-04;alanada-cruz@example.com;Sampaio;49
1569;Lorena Macedo;651.084.329-33;lara40@example.net;Caldeira da Mata;17
1570;Marcela Correia;981.730.264-40;aylla19@example.org;Gomes;11
1571;Brayan Alves;356.247.180-71;portoluiz-fernando@example.org;Garcia de Silva;18
1572;Marina Pacheco;628.471.953-19;nunestheodoro@example.org;Pires;28
1573;Evelyn Pereira;034.126.597-70;lrocha@example.net;da Mata;11
1574;Esther Costa;483.126.790-22;nlopes@example.com;Montenegro;36
1575;Maria Cecília da Paz;243.581.790-88;caroline07@example.com;Fernandes;51
1576;Luiz Felipe Castro;895.423.061-05;uda-paz@example.org;Peixoto do Campo;21
1577;Maria Luiza Farias;047.985.162-01;yan28@example.net;Cunha de da Mota;44
1578;Murilo Rios;689.374.210-03;lopescaua@example.org;Pinto dos Dourados;27
1579;Bruno Alves;384.659.012-60;afogaca@example.com;Abreu Alegre;10
1580;Vitor Hugo Siqueira;860.573.421-35;luiz-miguel34@example.net;Freitas;34
1581;Maya Oliveira;850.267.913-95;maria-vitoriafernandes@example.com;Carvalho;7
1582;Dra. Julia Cavalcanti;861.354.792-37;da-rosabernardo@example.org;Araújo de Goiás;37
1583;Luna Santos;762.839.041-22;pietraramos@example.com;Teixeira;40
1584;Sra. Ana Júlia Rios;635.421.078-08;vargasemanuel@example.org;Novaes de Oliveira;39
1585;Lívia Barros;930.624.571-80;hferreira@example.com;Aragão de Cunha;36
1586;Lunna Leão;203.571.946-16;valentimguerra@example.net;Souza de Goiás;1
1587;Cauã Nascimento;123.987.406-50;machadopedro-lucas@example.org;da Rosa de da Mota;24
1588;Dr. Ravi Lima;269.318.475-46;moraesmariana@example.com;Viana do Amparo;8
1589;Dr. João Pedro Rezende;345.182.697-64;benjamin37@example.com;Leão de Novais;13
1590;Larissa Alves;420.635.917-25;livia53@example.com;Barbosa;42
1591;Dr. Gustavo Henrique Rezende;308.675.294-74;zfreitas@example.com;da Costa;25
1592;Sra. Julia Fernandes;385.769.201-40;murilorocha@example.org;Lopes do Norte;9
1593;Alice Andrade;470.698.532-38;eloa61@example.org;Dias de Minas;23
1594;Yan Caldeira;583.972.610-95;ana-laura77@example.com;Moraes;23
1595;Maria Luísa Moraes;704.539.612-07;arthur-gabrielsousa@example.com;Freitas;26
1596;Manuela Peixoto;950.486.713-84;raviabreu@example.net;Oliveira;22
1597;Srta. Sara Lima;405.231.786-62;da-cunhadaniel@example.com;Cunha;7
1598;Vitor Gomes;604.329.185-15;maria85@example.org;Marques da Mata;35
1599;Davi Lucas Abreu;354.208.167-17;oramos@example.com;Nascimento;13
1600;Dra. Maria Luísa Jesus;478.201.539-97;montenegromarcos-vinicius@example.org;Fogaça;37
1601;Maria Fernanda Costa;465.902.183-15;isaacmendonca@example.net;Fernandes do Norte;53
1602;Stephany da Rosa;126.874.095-02;luiz-henrique38@example.org;Pastor;28
1603;Leonardo Nascimento;910.578.642-85;valentimcardoso@example.net;das Neves;25
1604;Cauã Sales;957.810.432-41;leonardo73@example.com;Borges;16
1605;Murilo Borges;391.256.408-60;duartepietro@example.org;Araújo;8
1606;Juan Albuquerque;791.560.428-76;isis45@example.com;Jesus de Sousa;36
1607;Sra. Isabela Souza;459.071.638-01;carolina20@example.com;Rodrigues de Minas;35
1608;Bella Almeida;619.534.072-34;liamrios@example.com;Sousa;1
1609;Nathan Nascimento;269.150.387-95;giovannapinto@example.net;Casa Grande do Sul;41
1610;Evelyn Pires;471.506.239-99;claricemonteiro@example.org;Novaes;23
1611;Mirella Aragão;328.069.741-78;isousa@example.com;Novais;38
1612;Camila Casa Grande;951.267.043-70;pietraguerra@example.org;Aparecida da Mata;8
1613;Ana Cavalcanti;240.395.618-05;msales@example.com;Silva;20
1614;Alícia da Cunha;185.362.904-98;ofarias@example.com;Carvalho de Goiás;30
1615;Rebeca Moura;897.532.640-38;costelaheloisa@example.net;Leão;21
1616;Carolina Carvalho;901.857.364-75;rpastor@example.net;Barros de Sá;5
1617;Alice Cunha;803.296.475-47;amandadas-neves@example.org;da Luz;12
1618;Ana Julia Fonseca;347.186.205-62;pedro-miguel26@example.com;Novais;23
1619;Thomas Teixeira;869.723.150-77;sophie22@example.net;Silva;18
1620;Agatha Teixeira;183.962.507-40;leticia84@example.net;Mendonça das Pedras;4
1621;Sabrina Montenegro;064.271.358-80;maria-laura52@example.org;Fogaça;6
1622;Gabriela Barros;758.962.143-91;stephany74@example.org;Santos;13
1623;Lavínia Moura;629.380.451-15;vda-cunha@example.org;Pimenta das Pedras;33
1624;Dr. Brayan Vargas;564.073.921-52;antonyaragao@example.net;Ferreira;54
1625;Dra. Ester Araújo;163.805.279-40;luiz-felipeda-mota@example.org;Moura;43
1626;Vitor Hugo Vieira;342.965.071-25;srezende@example.org;Porto;47
1627;Ana Beatriz da Mota;038.249.517-97;psouza@example.com;Guerra do Amparo;5
1628;Luiz Felipe Duarte;496.021.837-13;rmendonca@example.net;Porto Grande;25
1629;Catarina Aragão;536.924.087-65;julia72@example.net;Sousa do Norte;27
1630;Bryan Fogaça;538.607.412-17;felipecastro@example.com;Leão;10
1631;Henrique Pereira;567.942.831-82;machadoaugusto@example.com;Barros Verde;38
1632;Dra. Beatriz Pereira;817.325.069-30;gael49@example.org;Costela do Campo;44
1633;Kamilly Pinto;823.459.716-73;wlopes@example.com;Pacheco do Norte;25
1634;Allana Fonseca;548.961.207-01;fribeiro@example.org;Jesus Verde;33
1635;Diego Silveira;049.361.278-50;eloahpastor@example.com;Campos de Aragão;20
1636;Ana Julia Camargo;154.369.287-73;diegoribeiro@example.com;Carvalho de Cavalcanti;38
1637;Dr. Ravi Lucca Montenegro;564.012.739-25;gabriel68@example.com;Martins do Oeste;1
1638;Luara Cassiano;325.864.071-80;msouza@example.com;Fonseca de Montenegro;15
1639;Nicolas Guerra;024.569.137-52;paulosousa@example.net;Macedo do Sul;29
1640;Antony Martins;146.783.092-50;zsilveira@example.net;da Rocha;42
1641;Luiz Fernando Silva;590.481.362-70;handrade@example.com;Correia;14
1642;Maria Julia Brito;017.249.538-50;gomesmaria-clara@example.net;Oliveira do Norte;1
1643;Ísis Lopes;925.870.364-29;souzaemanuella@example.net;Rios;16
1644;Mariana Macedo;635.187.942-64;faparecida@example.org;Cardoso de Carvalho;32
1645;Zoe Cunha;413.820.659-06;da-matamateus@example.org;das Neves de Cavalcante;5
1646;Luana Pimenta;368.751.249-55;evargas@example.net;Moreira do Sul;7
1647;Anthony Rios;073.628.549-00;galves@example.org;Cirino das Pedras;43
1648;Ravy Pastor;412.963.570-07;cardosojose-miguel@example.org;Barbosa;35
1649;Enzo Duarte;261.043.759-52;wteixeira@example.com;da Luz de Pires;4
1650;Júlia Garcia;532.796.410-80;moreiragael@example.net;Barros do Oeste;22
1651;Milena Correia;805.196.723-21;bsilveira@example.net;Vasconcelos do Campo;2
1652;Lara Monteiro;146.597.038-00;miguelda-cruz@example.com;Araújo do Campo;18
1653;Francisco Macedo;283.701.594-60;dda-rocha@example.com;Siqueira;23
1654;Alexia Leão;761.493.805-48;mendeslaura@example.net;Sales de Azevedo;50
1655;Maria Vitória Cirino;172.084.356-26;gustavo86@example.net;Aparecida;18
1656;Enrico Gomes;456.293.810-24;guerrabrayan@example.com;Pereira;2
1657;Alícia Gomes;407.581.269-30;santosmanuella@example.net;Campos;8
1658;Ana Lívia Sousa;581.734.629-09;dalbuquerque@example.com;Campos;40
1659;Sr. Bernardo Peixoto;362.871.905-40;henry-gabriellima@example.net;Novaes;41
1660;Dra. Mirella Fonseca;480.196.537-75;matheus91@example.org;Fonseca dos Dourados;40
1661;Luan Barros;745.238.169-64;alvesluan@example.net;da Rosa;39
1662;Caio Cassiano;839.042.571-88;camaracamila@example.net;Brito de Monteiro;2
1663;Anna Liz Mendonça;039.284.571-79;cardosothiago@example.net;Abreu Alegre;31
1664;Matteo da Cunha;835.169.427-46;samaria@example.com;Martins de Rios;23
1665;Ana Liz Albuquerque;643.298.750-47;portomaria-julia@example.org;da Conceição;15
1666;Felipe da Luz;967.238.405-00;vitoria48@example.org;Sampaio dos Dourados;39
1667;Srta. Bruna Nogueira;156.028.937-68;xpeixoto@example.net;Pacheco da Mata;38
1668;Maria Sophia Campos;190.346.582-60;amanda56@example.com;Cassiano de Moraes;44
1669;Mirella Cassiano;263.948.570-92;antoniopereira@example.net;Rodrigues das Flores;39
1670;Marcela Sousa;609.354.127-43;cunharafaela@example.org;Viana da Prata;17
1671;Ana Beatriz Pinto;798.342.605-47;ycasa-grande@example.org;Martins de Pastor;31
1672;Pedro Miguel Azevedo;107.692.835-86;marceloribeiro@example.org;Nogueira da Serra;7
1673;Guilherme Castro;398.015.472-60;yalmeida@example.com;Garcia;29
1674;Joana Santos;306.421.795-06;xduarte@example.org;Borges Grande;53
1675;Manuela da Cruz;708.632.451-53;sophia75@example.org;Camargo;43
1676;Stephany Viana;042.765.189-11;thales76@example.com;Fonseca;8
1677;Sr. Rhavi Novais;687.430.192-69;luccacampos@example.org;Mendes;2
1678;Caleb Pinto;586.314.927-28;hcastro@example.com;Sampaio;7
1679;José Castro;456.190.327-52;ana-clara16@example.org;Correia;2
1680;Vitor Hugo Novais;807.962.543-38;saramendonca@example.com;Rodrigues de Minas;10
1681;Antônio Casa Grande;201.539.476-16;goncalvesyuri@example.net;Pinto de Carvalho;38
1682;Ana Lívia Araújo;468.132.057-90;jaderodrigues@example.net;da Cunha de da Mota;46
1683;Benjamim da Conceição;607.425.189-49;natalia72@example.org;Gonçalves;34
1684;Alexia Lima;014.237.896-87;emendonca@example.com;Montenegro do Campo;35
1685;Natália Abreu;150.874.392-41;benjaminpinto@example.org;Barbosa Verde;39
1686;Augusto Campos;825.167.493-09;da-matamiguel@example.com;Montenegro da Serra;27
1687;Bella Fernandes;859.607.341-84;da-pazlucas@example.org;Farias de Marques;33
1688;Daniel Vieira;429.731.506-80;ceciliapeixoto@example.org;Sales;5
1689;Felipe da Rosa;978.153.460-57;ana-cecilia34@example.org;da Rosa dos Dourados;15
1690;Sabrina Cavalcante;965.302.841-33;rafaelarocha@example.net;Castro;51
1691;Ana Julia Teixeira;340.521.689-33;piresbento@example.net;Nunes;31
1692;Anthony Peixoto;165.398.407-48;jadegarcia@example.net;Cardoso;22
1693;Dr. Eduardo Andrade;369.048.275-56;rochabrenda@example.org;da Costa de Caldeira;9
1694;Srta. Natália Cirino;264.093.518-60;portodavi-lucca@example.net;Cardoso de Goiás;2
1695;Lucas Pimenta;847.621.950-49;lara67@example.com;Fogaça;27
1696;Antônio Vieira;296.718.340-78;aduarte@example.org;Casa Grande;48
1697;Allana Oliveira;096.235.871-12;joao-vitor78@example.com;Sousa;54
1698;Sra. Luiza da Luz;042.519.376-43;davisousa@example.com;Fonseca de da Mata;14
1699;Heloisa Pinto;349.587.012-14;luiz-otaviovieira@example.net;Cavalcanti do Galho;50
1700;Hellena Farias;738.640.152-35;rda-conceicao@example.com;Pires;8
1701;Giovanna Aragão;236.901.487-31;augusto98@example.com;Silva;45
1702;Eduarda Araújo;395.026.847-29;joaoduarte@example.org;Mendonça;30
1703;Srta. Maria Clara Fogaça;587.042.613-80;ana-clarafernandes@example.com;Barbosa de Minas;38
1704;Eduarda Freitas;512.784.093-60;da-cruzcatarina@example.org;Silva de Goiás;38
1705;Dra. Luana Pimenta;417.023.589-41;goncalvesluana@example.org;Moraes;31
1706;Caroline da Mota;630.987.542-65;luana35@example.org;Vasconcelos;42
1707;Raul Lopes;150.297.638-21;laura97@example.com;das Neves;41
1708;Henrique Sales;608.547.932-83;lara10@example.net;Peixoto;20
1709;Ryan Moraes;891.467.052-01;gomesryan@example.net;Jesus;23
1710;Olívia Santos;851.492.360-98;brayan96@example.com;Teixeira da Prata;32
1711;Elisa Garcia;720.931.568-30;rochaamanda@example.com;Pires;10
1712;Raul Costela;564.037.128-53;carlos-eduardovargas@example.com;Moreira de Teixeira;21
1713;Maria Fernanda Caldeira;459.761.380-39;hellena74@example.net;Lopes;48
1714;Valentina Moraes;675.042.398-10;wda-rosa@example.com;Ferreira;16
1715;Maria Clara Guerra;349.608.521-51;juanalmeida@example.net;Carvalho;6
1716;Dr. Paulo Farias;397.586.102-95;garciamaya@example.net;Caldeira de Pastor;45
1717;Oliver Caldeira;547.910.836-01;carvalhoevelyn@example.com;Duarte do Sul;15
1718;Ana Laura Fernandes;408.596.123-33;dpires@example.org;Carvalho de das Neves;13
1719;Aylla Gonçalves;309.621.458-15;alvesemanuel@example.com;Dias;46
1720;Leandro Pinto;307.562.814-07;vitor-hugo66@example.org;Sales de Correia;42
1721;Sr. Vicente Pereira;628.713.945-55;abreulucas@example.org;Andrade;15
1722;Henry Gabriel da Paz;056.837.941-10;ribeiroemilly@example.net;da Luz;41
1723;Valentim Pires;280.973.415-14;cirinopedro-henrique@example.net;Mendonça;53
1724;Laís Vargas;470.963.158-10;joao-lucas76@example.net;Novaes da Mata;10
1725;Kevin Cassiano;028.674.135-08;diegoda-cruz@example.com;Martins;12
1726;Kaique Fonseca;031.694.528-51;yrocha@example.net;da Luz;5
1727;Josué Rios;960.375.214-25;caldeirajose@example.net;Garcia Grande;42
1728;Ryan Jesus;893.205.174-79;francisco31@example.net;Camargo;13
1729;Bella das Neves;051.867.439-84;qpastor@example.org;das Neves dos Dourados;18
1730;Theodoro Fonseca;604.983.751-10;nmoura@example.org;Costa;7
1731;João Fogaça;645.317.982-28;caue74@example.org;Cunha;33
1732;Julia da Luz;987.041.526-11;isabelsouza@example.net;Borges da Serra;54
1733;Maria Luiza da Rosa;106.895.342-05;davi-luccasampaio@example.net;Ferreira;22
1734;Maria Laura da Costa;109.845.327-14;joana12@example.com;Gonçalves;5
1735;Mathias da Paz;094.327.615-25;ovasconcelos@example.net;Moraes Paulista;20
1736;Ana Lívia Martins;036.795.412-52;sadiego@example.com;Teixeira de Câmara;49
1737;Rafaela Dias;943.610.728-50;barbosaluisa@example.org;Aragão do Norte;31
1738;Apollo Cavalcante;148.206.739-04;oda-mota@example.org;Rios;23
1739;Stella da Rosa;965.217.043-70;ravi-luccafonseca@example.org;Sá;12
1740;Leonardo Pinto;926.538.147-73;sousamaria-liz@example.net;da Costa de Caldeira;3
1741;Helena Nunes;462.793.105-07;qfarias@example.org;Mendes;19
1742;Maria Julia Novaes;714.508.236-53;teixeiramaria-luisa@example.net;Macedo do Norte;14
1743;Alana Fonseca;581.372.640-35;silvajoaquim@example.com;Fernandes;4
1744;Matteo Sampaio;983.267.510-30;galbuquerque@example.com;Fonseca do Amparo;27
1745;Igor Peixoto;342.950.618-24;aurora29@example.net;Farias;3
1746;Erick Gomes;098.576.431-75;abarbosa@example.org;Correia de Novais;8
1747;José Vargas;981.706.532-40;sofiada-rosa@example.net;Oliveira do Norte;12
1748;Maria Luiza Mendes;238.069.475-38;drocha@example.net;Pires;31
1749;Maria Cecília Dias;612.804.957-58;wcunha@example.org;da Paz do Campo;1
1750;Maria Isis Azevedo;302.197.846-04;laviniamontenegro@example.org;Pires Verde;53
1751;Noah Martins;640.915.827-02;luiz-henriquefernandes@example.org;Porto;36
1752;Mirella Caldeira;263.749.508-10;leo96@example.com;da Rosa do Galho;6
1753;Josué Souza;689.405.713-39;caleblima@example.com;Pereira;11
1754;Dra. Amanda Duarte;879.025.436-83;ksampaio@example.com;Pimenta de Aragão;37
1755;Luiz Henrique Oliveira;120.568.379-86;igorjesus@example.org;Gonçalves do Sul;34
1756;Diogo Correia;584.076.123-08;mariana73@example.net;Vieira de Oliveira;8
1757;Luiz Henrique Mendonça;958.041.237-50;enzo-gabriel11@example.com;Gonçalves;22
1758;Alice Cunha;862.735.409-00;emanuellanovais@example.com;Costela;32
1759;Arthur Vieira;089.231.765-59;thiagoporto@example.net;Moraes;48
1760;Heloisa Cavalcante;107.564.982-01;tda-conceicao@example.com;Teixeira da Mata;35
1761;Marcela Cassiano;207.185.346-62;yasminmelo@example.com;Lopes;14
1762;Elisa Mendonça;963.572.081-59;bianca10@example.org;Barros do Norte;52
1763;Bruna Pinto;489.516.302-42;albuquerqueotto@example.com;Machado;14
1764;Davi Lucca da Costa;502.964.187-49;joao-miguel43@example.com;Costela Verde;20
1765;Pedro Henrique Vargas;920.647.381-69;josuelima@example.com;Novais do Amparo;32
1766;Dra. Lorena Albuquerque;390.265.478-38;maria-fernanda00@example.net;da Rocha Alegre;22
1767;Ana Brito;517.328.690-30;pastorjose-pedro@example.com;Campos;37
1768;Sr. Liam Almeida;968.051.743-84;esther23@example.net;Carvalho;26
1769;Ana Julia Duarte;893.756.201-40;danilo47@example.com;Fernandes;54
1770;Dra. Fernanda Peixoto;501.862.734-44;dcirino@example.com;Guerra;27
1771;Henry Barros;740.192.835-32;icampos@example.com;das Neves;50
1772;Felipe Pereira;358.726.109-12;joana75@example.com;Peixoto de Pereira;50
1773;Cauê Rodrigues;379.052.418-23;borgesheloisa@example.org;Moura Verde;32
1774;Ana Carolina Sá;152.906.437-61;abreuolivia@example.org;Marques das Pedras;47
1775;Ana Sophia Cardoso;893.057.216-21;souzathales@example.net;Oliveira de Peixoto;3
1776;Ravi Lucca Caldeira;560.819.324-51;oliviafonseca@example.net;Moraes do Campo;46
1777;Joana Vasconcelos;376.510.429-99;fda-costa@example.net;Pimenta Verde;37
1778;Letícia Viana;457.862.910-49;machadoisis@example.net;Souza;33
1779;Catarina Gomes;543.276.081-90;siqueiravalentim@example.org;Pacheco do Galho;2
1780;Valentim Farias;907.645.312-80;wmontenegro@example.org;Farias de Leão;32
1781;Ana Sophia Garcia;784.612.053-08;macedogael-henrique@example.net;Martins de Gomes;40
1782;Gael Dias;097.461.328-22;mateuscosta@example.net;da Paz do Sul;28
1783;Gabriel Jesus;952.470.168-58;isabeldias@example.org;Marques;35
1784;Levi Sales;514.738.290-97;joao-lucascardoso@example.org;Mendes do Amparo;23
1785;João Vitor Lima;950.412.683-98;japarecida@example.org;Jesus;38
1786;Ravy da Cunha;136.275.498-64;vargasliam@example.org;Ribeiro;34
1787;Ayla Porto;270.639.814-04;cassianolucca@example.org;Rezende;4
1788;Dra. Amanda Fonseca;648.372.150-17;ester55@example.com;Aragão Grande;46
1789;Hadassa Santos;560.389.274-92;mariahjesus@example.org;da Luz;4
1790;Maria Sophia Andrade;082.561.374-44;laisnunes@example.org;Rodrigues;26
1791;Dom Araújo;975.280.341-50;lopesmaria-eduarda@example.org;Fernandes;12
1792;Bianca Cavalcanti;093.412.678-03;mlopes@example.com;Camargo;53
1793;Emilly Siqueira;183.596.027-86;henry-gabrielabreu@example.com;Alves;50
1794;Antonella Castro;260.874.159-20;vmacedo@example.com;Marques;41
1795;Levi da Paz;985.374.602-65;guerramathias@example.org;Sales;21
1796;Stella Sales;012.345.987-79;asantos@example.com;Carvalho Paulista;12
1797;Maria Luísa Albuquerque;960.532.871-21;luiz-gustavo57@example.org;Novaes de Martins;31
1798;Sra. Olivia Monteiro;894.036.215-24;dmartins@example.org;Borges Grande;50
1799;Sophie Montenegro;972.481.350-97;oliviavieira@example.org;Rodrigues de Minas;12
1800;Dra. Maria Flor da Cunha;170.829.364-78;fariashellena@example.net;Nogueira do Galho;14
1801;Guilherme Barbosa;694.372.081-31;josuecavalcanti@example.com;Novais;38
1802;Maria Cecília da Costa;541.630.829-05;asafe87@example.org;Melo;47
1803;Théo Vasconcelos;671.280.354-35;meloallana@example.org;Câmara de Goiás;43
1804;Maria Fernanda Siqueira;769.512.304-80;davi-luiz10@example.net;Aragão;24
1805;Olivia Aragão;175.089.643-57;ceciliarios@example.com;Castro de Rodrigues;16
1806;Heloísa Santos;920.761.348-40;maria-clara53@example.net;Duarte dos Dourados;30
1807;Sra. Jade Teixeira;259.384.760-38;da-pazenzo@example.com;Camargo da Praia;53
1808;Srta. Maysa da Rocha;051.763.842-80;ksousa@example.net;Garcia de Nascimento;53
1809;Marcos Vinicius Vargas;085.239.714-32;raquel49@example.net;Moreira do Galho;4
1810;João Guilherme da Mata;908.124.376-40;rochaeduarda@example.com;da Luz Alegre;40
1811;Pedro Henrique Costela;245.619.730-52;camargofernando@example.net;Sampaio;12
1812;Maria Fernanda Sales;184.356.270-71;eduardoda-cruz@example.com;Campos do Galho;43
1813;Giovanna Aragão;734.590.682-56;jda-luz@example.com;Ribeiro de Carvalho;37
1814;Lucas Gabriel Farias;482.695.370-47;davi-lucasteixeira@example.com;Rodrigues de da Cunha;18
1815;Ágatha da Mota;746.021.839-13;jsilveira@example.com;Vieira de Cirino;51
1816;João Lopes;172.384.095-50;luiz-miguellima@example.com;Pinto do Galho;19
1817;Mirella Pastor;897.325.416-28;steixeira@example.org;da Mota;24
1818;Danilo Pimenta;236.059.871-68;davi-lucas93@example.com;da Cruz do Galho;47
1819;Amanda Camargo;248.693.175-91;ecampos@example.com;Novaes das Flores;26
1820;Davi Lucca Sampaio;307.859.241-32;diasravi@example.org;Andrade Grande;45
1821;Srta. Milena Porto;438.017.529-41;nascimentojulia@example.net;da Paz;31
1822;Rafael Fogaça;631.907.582-12;lnogueira@example.net;Nogueira de Teixeira;52
1823;Miguel Leão;154.278.639-82;wda-conceicao@example.com;Santos da Mata;33
1824;Vicente Alves;289.710.563-12;cpacheco@example.com;Gomes Verde;5
1825;Dra. Valentina Teixeira;428.597.301-41;caioda-cruz@example.org;Rocha;31
1826;Vitor Hugo Novais;712.856.034-35;bmoreira@example.com;Viana;37
1827;Rafaela Nogueira;629.458.130-33;ysousa@example.org;Cassiano;47
1828;Thiago Mendes;783.629.054-92;qcirino@example.net;Câmara;54
1829;Luiz Felipe Sá;573.281.460-44;pmonteiro@example.net;Araújo;38
1830;Lucas Cunha;589.743.102-79;luiginovaes@example.com;Almeida de das Neves;2
1831;Srta. Jade Aparecida;258.963.174-09;crezende@example.com;Caldeira;44
1832;Pietra Novais;815.643.297-55;sarahgoncalves@example.com;Pereira do Sul;50
1833;João Lucas Moraes;467.518.920-20;salesluan@example.com;Fogaça da Prata;31
1834;Maysa Alves;062.154.783-26;laurada-mota@example.org;Jesus de Alves;19
1835;Luna Costela;012.598.476-67;da-costamirella@example.com;Teixeira;47
1836;Cecília Nogueira;395.847.016-57;nogueiraarthur-gabriel@example.org;Cunha do Oeste;25
1837;Lara Costa;567.013.489-39;diasgiovanna@example.com;Ribeiro da Praia;18
1838;Laís Fogaça;758.462.901-67;rhavi62@example.net;Macedo;43
1839;Kaique Moraes;541.876.209-58;emanuellycasa-grande@example.org;Rios de Vasconcelos;16
1840;Sarah Castro;165.084.973-75;mariane44@example.com;Araújo;37
1841;Asafe Vieira;276.849.305-83;ana-claraaraujo@example.org;Rodrigues de Goiás;48
1842;Caleb Viana;248.051.736-53;augusto94@example.org;Silva;54
1843;Yuri Andrade;529.348.076-65;maria-liz94@example.org;Rezende;25
1844;Eduardo Duarte;460.795.832-83;ravi-lucca48@example.net;Melo de Minas;17
1845;Heitor Peixoto;962.384.507-38;sda-costa@example.org;Vargas;12
1846;Dom Alves;213.408.576-26;bernardo29@example.net;Novais;6
1847;Vitória Silva;168.279.405-94;moraesleandro@example.org;Correia;30
1848;Dr. Gustavo Brito;723.695.401-25;mendesenzo-gabriel@example.org;Sales;28
1849;Ayla Pinto;187.206.534-17;liamalmeida@example.org;da Luz Verde;21
1850;Dr. Arthur Monteiro;147.632.089-69;wferreira@example.net;Fogaça;9
1851;Dra. Natália Cassiano;316.758.049-66;maysaramos@example.net;Borges;8
1852;Ana Laura Dias;703.645.982-47;dguerra@example.org;Ferreira;6
1853;Lara Guerra;968.541.702-49;baraujo@example.com;Souza;1
1854;Luiza Moreira;097.682.541-49;theocirino@example.org;Cunha do Sul;3
1855;Maitê Nascimento;748.596.120-94;maria-helenafarias@example.net;Oliveira;33
1856;Ester Casa Grande;852.974.631-73;ana-vitoria13@example.net;Oliveira;1
1857;Amanda Cunha;482.613.970-50;zcosta@example.net;Casa Grande;17
1858;Vitor Almeida;043.726.581-17;zleao@example.com;Sousa do Amparo;16
1859;Sra. Beatriz Gonçalves;371.809.654-48;catarina29@example.com;Guerra de Andrade;31
1860;José Pedro Fogaça;840.975.216-67;luna28@example.org;Silva do Oeste;27
1861;Sra. Ana Lívia Barbosa;689.072.354-65;fbarbosa@example.net;Guerra;50
1862;Dra. Alícia Viana;598.762.314-64;isabellamontenegro@example.org;Montenegro Paulista;40
1863;Theo Machado;140.925.863-70;juliana60@example.org;Abreu;32
1864;Caleb Peixoto;628.315.974-55;jose17@example.net;Gomes;29
1865;Isabel Nascimento;509.673.824-83;bento99@example.org;Rodrigues da Praia;21
1866;Yago Camargo;136.752.089-40;yago37@example.com;Albuquerque;29
1867;Sra. Emanuella Mendonça;958.702.143-60;alice96@example.com;da Rocha Grande;9
1868;Renan Sampaio;562.371.089-12;tsouza@example.org;Costela de da Mata;12
1869;Ravi Pacheco;452.170.389-50;luanlima@example.com;Silva de Borges;18
1870;Ana Clara Aragão;170.348.926-87;manuela61@example.net;Aparecida;28
1871;Kevin Novais;419.856.237-73;vitoriacosta@example.net;Mendes;31
1872;Vitor Melo;567.480.192-49;yduarte@example.com;Silva de Melo;4
1873;Bryan Fernandes;892.560.341-15;silveiraandre@example.com;Camargo;40
1874;Bárbara Barbosa;469.230.785-47;teixeiramaria-cecilia@example.com;Cavalcanti da Mata;53
